رقم التسجيل,اسم العلامة عربي,اسم العلامة انجليزي,حالة العلامة,نوع العلامة من حيث الوصف,نوع العلامة,الفئة,اسم المالك بالعربي,اسم المالك بالانجليزي,تاريخ تسجيل العلامة,الجنسية,تاريخ بداية الحماية,وصف العلامة,تاريخ نهاية الحماية,تاريخ النشر
1444008408,-,Vision Guardianship,علامة مسجلة,لفظية,علامة تجارية ,فئة35,إنسجينا منطقة حرة ذ.م.م,-,1/24/2023 19:29,الإمارات العربية المتحدة,9/27/2022 16:39,"عبارة ""فيجين قارديانشيب"" بحروف لاتينية باللون الأسود.",6/9/2032 16:39,10/27/2022 15:32
1444031501,الباشوية,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة الأطعمة المحلية للوجبات السريعة شركة شخص واحد,-,6/18/2023 19:09,المملكة العربية السعودية ,3/22/2023 13:36,بطاقة بيضاء تحتوي على عبارة مكتوبة بحروف عربية باللون الأسود وأعلى الحرفين الاوليين ال من كلمة الباشوية طربوش باللون الأحمر,12/3/2032 13:36,4/5/2023 1:04
1444039724,فامويل,FAMWEL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة16,مركز اللولو (ش.ذ.م.م) ,-,11/20/2023 14:47,الإمارات العربية المتحدة,5/28/2023 11:25,العلامة عبارة عن الكلمة فامويل كتبت بحروف لاتينية كبيرة باللون الابيض وفوقها مكتوب باللغة العربية فامويل باللون الابيض على خلفية باللون الاسود,2/8/2033 11:25,9/10/2023 12:03
1444038168,رشف,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,مؤسسة رشف الرياضية,-,10/29/2023 18:14,المملكة العربية السعودية ,5/17/2023 11:36,كلمة رشف مكتوبة رأسياً باللون الأسود   على خلفية باللون الأخضر من الأعلى الى الأسفل,1/28/2033 11:36,8/13/2023 13:55
1444046179,-,FLOW COMPANION,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,Molnlycke Health Care AB,10/18/2023 10:55,السويد,7/16/2023 11:46,كلمتا فلو كمبانيون بحروف لاتينية,3/29/2033 11:46,8/3/2023 17:31
1444043129,نوار سينما, NOIR CINEMA AO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة41,شركة بحار العالم للإستثمار شركة شخص واحد,-,11/30/2023 14:08,المملكة العربية السعودية ,6/19/2023 9:32, على خلفية بيضاء عبارة نوار سينما بالعربية ويعلوها رسمة باللون الأسود تمثل وجه رجل شاخص ببصره باتجاه اليمين مرتدياً قبعة شبه دائرية بداخلها حرفين لاتينيين هما إي أو ويرتدي ما يشبه ربطة عنق وتمثل خطوط متموجة فور بعضها البعض لتشكل شكل الرداء له ويوجد شكلين هندسيين كنجمة رباعية الحواف بالجهتين وفوقها بشكل دائري محيط بالرسمة عبارة نوار سينما بالحروف اللاتينية,3/2/2033 9:32,9/21/2023 14:02
1444007863,-,XROS,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,Deep Dive LLC,6/19/2023 16:49,الولايات المتحدة الأمريكية,9/23/2022 13:36,العبارة اكس آر او اس بحروف لاتينية,6/5/2032 13:36,4/2/2023 22:09
1444017561,فانسينتس,FancyNuts,علامة مسجلة,لفظية,علامة تجارية ,فئة29,شركة خالد داوود النتشة وشركاه,-,3/17/2023 13:24,الأردن,12/8/2022 10:47,عبارة فانسينتس بحروف عربية ولاتينية.,8/21/2032 10:47,1/4/2023 14:52
1444031551,-,falcom,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة39,شركة فالكم لتأجير السيارات,-,6/26/2023 17:10,المملكة العربية السعودية ,3/22/2023 16:20,العلامه عبارة عن كلمة فالكم بالحروف اللاتينية باللون الابيض ماعدا حرفى ال سى و الاو بدرجات اللون البرتقالى ,12/3/2032 16:20,4/14/2023 1:27
1444017952,-,IIGURA,علامة مسجلة,لفظية,علامة تجارية ,فئة43,-,Aman Group S.a.r.l.,3/7/2023 18:14,سويسرا,12/11/2022 15:32,كلمة آيجورا بحروف لاتينية,8/24/2032 15:32,12/18/2022 16:45
1444016564,-,PETRONASH,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 7,بتروناش هولدينج ليمتد,Petronash Holding Limited,2/7/2023 11:09,الإمارات العربية المتحدة,11/29/2022 13:28, كلمة بتروناش بحروف لاتينية باللون الأزرق الغامق مع قوسين متقاطعين في أعلى الكلمة أحدهما باللون الأزرق الغامق والثاني باللون الأخضر بطريقة مميزة,8/12/2032 13:28,12/8/2022 11:10
1445004442,-,LAWSON,علامة مسجلة,لفظية,علامة تجارية ,فئة43,-,"Lawson, Inc.",11/20/2023 18:21,اليابان,8/20/2023 11:37,كلمة لاوسن بحروف لاتينية باللون الأسود,5/3/2033 11:37,9/14/2023 13:07
1444025887,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة 9,-,"Shenzhen Poweroak Newener Co.,Ltd",4/27/2023 1:49,الصين,2/7/2023 8:42,رسم أشكال هندسية مائلة متداخلة على شكل مثلث بشكل خاص,10/21/2032 8:42,2/15/2023 15:16
1444036654,رهيب,Raheeb R,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,مؤسسة نمران صالح الحارثي للتسويق الالكتروني,-,8/14/2023 20:40,المملكة العربية السعودية ,5/6/2023 17:25, كلمه رهيب بحروف عربيه ولاتينيه بشكل مميز يعلوهم الحرف اللاتيني ار بشكل مميز والعلامه ككل باللون البرتقالي والازرق الغامق ,1/17/2033 17:25,5/24/2023 12:00
1444025272,-,CARBONCUBE,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,Efficio Limited,6/14/2023 1:13,المملكة المتحدة,2/2/2023 11:58,كلمة كاربونكيوب بحروف لاتينية باللون الأسود,10/16/2032 11:58,3/16/2023 18:18
1445003154,غاز تويو,U 2 GAS 2 U,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة6,مؤسسة الإمداد والتوصيل للغاز,-,11/6/2023 0:29,المملكة العربية السعودية ,8/10/2023 16:30,بطاقة باللون الأبيض وفي أوسطها رسم تكويني على شكل أسطوانة غاز باللون البرتقالي ورقم اثنين مكتوب باللاتيني باللون البنفسجي الغامق وفي يمينه حرف يو مكتوب باللاتيني باللون البرتقالي وفي أسفله عبارة غاز تو يو مكتوبة بحروف لاتينية باللون البنفسجي الغامق وفي أسفلها عبارة غاز تويو مكتوبة بحروف عربية باللون البرتقالي.,4/23/2033 16:30,9/5/2023 21:57
1445001389,-,FIDIC ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة16,-,Federation Internationale des Ingenieurs Conseils (FIDIC),11/30/2023 9:57,سويسرا,7/27/2023 15:27,كلمة فيديك مكتوبة بأحرف لاتينية مميزة في وسط رسم مميز لكرة أرضية مخططة.,4/9/2033 15:27,9/6/2023 20:13
1444042723,مهران ,Mehran,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,الغذاء النقي المحدودة,-,12/13/2023 14:53,الإمارات العربية المتحدة,6/15/2023 12:02,بطاقة مستطيلة عمودية مقسومة بداخلها في الزاوية العلوية شكل هندسي منحني بداخله كلمة مهران بحروف لاتينية وعربية مميزة أسفلها شريط منحني بشكل خاص وأسفلها رسم طبق توابل بجانبه حبات وثمار وأوراق توابل متنوعة بشكل خاص بالألوان البني والأخضر والأصفر والأحمر والذهبي والرمادي والأبيض والأسود,2/26/2033 12:02,10/11/2023 11:27
1445002141,-,MY FIRST DE BEERS,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,De Beers UK Limited,12/11/2023 18:08,المملكة المتحدة,8/2/2023 15:02,عبارة ماي فيرست دي بيرز بحروف لاتينية,4/15/2033 15:02,10/9/2023 15:41
1444007833,-,AC/DC,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة40,-,"ProFrac Holdings, LLC",1/1/2023 11:39,الولايات المتحدة الأمريكية,9/22/2022 14:34,الحروف اللاتينية ايه سي دي سي ويفصل بينهما شرطة والجميع باللون الاسود.,6/4/2032 14:34,10/2/2022 20:42
1444018629,-,Engineering Precisions. Innovating Sustainability,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,-,Seiko Epson Kabushiki Kaisha (also trading as Seiko Epson Corporation),3/14/2023 17:14,اليابان,12/15/2022 11:27,عبارة إنجنيرينغ بريسيجنز إنوفيتينغ سستينبيلتي بحروف لاتينية بجانبها شكل نصف دائري بداخله رسم أشكال منحنية ومتعرجة لما يشبه سهول وتلال وأشجار وشمس بشكل مميز بالألوان الأخضر والأبيض,8/28/2032 11:27,12/25/2022 14:17
1444037581,-,dhb,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة34,سيدة السلام م م ح ,-,8/6/2023 21:09,الإمارات العربية المتحدة,5/11/2023 15:01,الأحرف اللاتينية دي أتش بي  بشكل مميز.,1/22/2033 15:01,6/1/2023 15:02
1444045675,-,Tashawer,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,مؤسسة تشاور الإبتكاري لتقنية المعلومات,-,12/24/2023 20:01,المملكة العربية السعودية ,7/11/2023 19:48,كلمة تشاور بحروف لاتينية باللون الرمادي الغامق بجانبها رسم اسهم بعدة الوان أصفر ورمادي غامق وأحمر وأزرق ,3/24/2033 19:48,10/18/2023 14:17
1444026190,-,Ghareeb Art,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 2,شركة غريب ارت للفنون,-,5/20/2023 18:01,المملكة العربية السعودية ,2/8/2023 17:16,عبارة قريب آرت بحروف لاتينية يعلوها رسم لما يشابه غطاء قنينة بخاخ ألوان بشكل مميز والعلامة ككل باللون التيفاني والأسود,10/22/2032 17:16,3/14/2023 11:32
1444029738,-,QUIBAN,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Bausch Health Ireland Limited,6/5/2023 19:29,أيرلندا,3/8/2023 15:00,كلمة كويبان بحروف لاتينية,11/19/2032 15:00,4/4/2023 11:15
1444027729,-,MRAEXPRESS,علامة مسجلة,لفظية,علامة تجارية ,فئة43,-,MANNILRAYAROTH HOLDINGS PRIVATE LIMITED,8/14/2023 14:34,الهند,2/21/2023 9:37,عبارة مرا اكسبريس بحروف لاتينية باللون الأسود,11/4/2032 9:37,5/24/2023 18:11
1444038173,-,DMG Icon,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 10,-,MUHLBAUER TECHNOLOGY GMBH,8/6/2023 17:14,ألمانيا,5/17/2023 11:42,صندوق باللون الأخضر يحتوي على شكل سهم و عبارة دي ام جي أيكون بحروف لاتينية باللون الأبيض,1/28/2033 11:42,5/30/2023 15:43
1444035707,عمالقة السفر,Travel giants,علامة مسجلة,لفظية,علامة تجارية ,فئة18,شركة خطوات الأناقة التجارية شخص واحد,-,9/16/2023 23:19,المملكة العربية السعودية ,4/29/2023 12:32,عبارة بالعربية عمالقة السفر بخط عريض ومميز اسفله باللاتيني تريفيل جينتس ,1/10/2033 12:32,7/17/2023 16:26
1444032759,-,Table Knight Games,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,شركة الفرسان للإنتاج الإعلامي المرئي والمسموع (شركة شخص واحد),-,6/12/2023 0:33,المملكة العربية السعودية ,3/31/2023 18:50,"عباره تيبل  نايت جيمز بحروف لاتينية يعلوهم رسم شكل دائري الرمادي والازرق  ذو اطار رمادي الشكل. داخل هذا الاطار يوجد شكل دائري رمادي اللون ويفصل بينه وبين الاطار الخارجي مساحة بيضاء. اعلى الشكل الدائري، يوجد سيف متجه بشكل رأسي ذو يد زرقاء ونصل ابيض اللون",12/12/2032 18:50,4/12/2023 17:37
