Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2022;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;29872734.835236;AUG 2022;2022-08-01
Monthly;2023;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;28134911.3568011;JAN 2023;2023-01-01
Monthly;2023;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;26190388.2291456;FEB 2023;2023-02-01
Monthly;2023;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;29403576.9247653;APR 2023;2023-04-01
Monthly;2023;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;28829599.8487251;MAY 2023;2023-05-01
Monthly;2023;;DEC;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;30660737.8573746;DEC 2023;2023-12-01
Monthly;2024;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;26647060.4891747;MAY 2024;2024-05-01
Monthly;2024;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;25709401.0067945;OCT 2024;2024-10-01
Monthly;2025;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;28436276.2142762;MAR 2025;2025-03-01
Monthly;2025;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;26953540.2951135;AUG 2025;2025-08-01
Monthly;2026;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;27060542.1478036;JAN 2026;2026-01-01
Monthly;2019;;OCT;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);1272626.47964;OCT 2019;2019-10-01
Monthly;2020;;MAR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);1794767.88289;MAR 2020;2020-03-01
Monthly;2020;;AUG;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);3328621.09789;AUG 2020;2020-08-01
Monthly;2020;;NOV;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);4208789.02258;NOV 2020;2020-11-01
Monthly;2020;;DEC;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);4498231.108;DEC 2020;2020-12-01
Monthly;2021;;MAR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);5308685.78674001;MAR 2021;2021-03-01
Monthly;2021;;AUG;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);6870228.82666978;AUG 2021;2021-08-01
Monthly;2021;;SEP;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);7024161.76418998;SEP 2021;2021-09-01
Monthly;2022;;MAR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);9984816.0;MAR 2022;2022-03-01
Monthly;2022;;SEP;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);11163552.93567;SEP 2022;2022-09-01
Monthly;2023;;FEB;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);11318985.46329;FEB 2023;2023-02-01
Monthly;2023;;MAR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);13502843.86575;MAR 2023;2023-03-01
Monthly;2023;;OCT;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);13415929.20263;OCT 2023;2023-10-01
Monthly;2024;;APR;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);14849922.5844699;APR 2024;2024-04-01
Monthly;2024;;AUG;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);17538310.85691;AUG 2024;2024-08-01
Monthly;2024;;OCT;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);18342031.50056;OCT 2024;2024-10-01
Monthly;2024;;NOV;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);17442293.6916;NOV 2024;2024-11-01
Monthly;2025;;MAY;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);27398512.0917801;MAY 2025;2025-05-01
Monthly;2025;;DEC;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);31124856.0;DEC 2025;2025-12-01
Monthly;2020;;AUG;E-Commerce Transactions Using Mada Cards : Number of Transactions;14820169.0;AUG 2020;2020-08-01
Monthly;2021;;FEB;E-Commerce Transactions Using Mada Cards : Number of Transactions;20424520.0;FEB 2021;2021-02-01
Monthly;2021;;JUN;E-Commerce Transactions Using Mada Cards : Number of Transactions;26401740.0;JUN 2021;2021-06-01
Monthly;2021;;SEP;E-Commerce Transactions Using Mada Cards : Number of Transactions;31771943.0;SEP 2021;2021-09-01
Monthly;2022;;MAR;E-Commerce Transactions Using Mada Cards : Number of Transactions;47628344.0;MAR 2022;2022-03-01
Monthly;2022;;JUN;E-Commerce Transactions Using Mada Cards : Number of Transactions;48646236.0;JUN 2022;2022-06-01
Monthly;2022;;OCT;E-Commerce Transactions Using Mada Cards : Number of Transactions;56126081.0;OCT 2022;2022-10-01
Monthly;2023;;MAR;E-Commerce Transactions Using Mada Cards : Number of Transactions;71946933.0;MAR 2023;2023-03-01
Monthly;2023;;APR;E-Commerce Transactions Using Mada Cards : Number of Transactions;73130911.0;APR 2023;2023-04-01
Monthly;2023;;SEP;E-Commerce Transactions Using Mada Cards : Number of Transactions;77196038.0;SEP 2023;2023-09-01
Monthly;2023;;NOV;E-Commerce Transactions Using Mada Cards : Number of Transactions;78091923.0;NOV 2023;2023-11-01
Monthly;2024;;FEB;E-Commerce Transactions Using Mada Cards : Number of Transactions;84326428.0;FEB 2024;2024-02-01
Monthly;2024;;APR;E-Commerce Transactions Using Mada Cards : Number of Transactions;93853704.0;APR 2024;2024-04-01
Monthly;2024;;MAY;E-Commerce Transactions Using Mada Cards : Number of Transactions;91868518.0;MAY 2024;2024-05-01
Monthly;2024;;JUL;E-Commerce Transactions Using Mada Cards : Number of Transactions;90401921.0;JUL 2024;2024-07-01
Monthly;2025;;JAN;E-Commerce Transactions Using Mada Cards : Number of Transactions;111423618.0;JAN 2025;2025-01-01
Monthly;2025;;AUG;E-Commerce Transactions Using Mada Cards : Number of Transactions;154675843.0;AUG 2025;2025-08-01
Monthly;2025;;SEP;E-Commerce Transactions Using Mada Cards : Number of Transactions;161061543.0;SEP 2025;2025-09-01
Annually;2003;;;Total POS :  Sales (In Thousand Riyals);19706775.0;2003;2003-01-01
Annually;2004;;;Total POS :  Sales (In Thousand Riyals);23971388.0;2004;2004-01-01
Annually;2005;;;Total POS :  Sales (In Thousand Riyals);28075759.0;2005;2005-01-01
Annually;2014;;;Total POS :  Sales (In Thousand Riyals);159970264.476;2014;2014-01-01
Annually;2016;;;Total POS :  Sales (In Thousand Riyals);182748678.509;2016;2016-01-01
Annually;2018;;;Total POS :  Sales (In Thousand Riyals);232305825.0;2018;2018-01-01
Annually;2005;;;Total POS :  Number of Transactions;66126594.0;2005;2005-01-01
Annually;2006;;;Total POS :  Number of Transactions;83131750.0;2006;2006-01-01
Annually;2013;;;Total POS :  Number of Transactions;265315873.0;2013;2013-01-01
Annually;1996;;;Total POS :  Number of Points of Sale Terminals;15679.0;1996;1996-01-01
Annually;1999;;;Total POS :  Number of Points of Sale Terminals;16419.0;1999;1999-01-01
Annually;2001;;;Total POS :  Number of Points of Sale Terminals;21631.0;2001;2001-01-01
Annually;2004;;;Total POS :  Number of Points of Sale Terminals;35521.0;2004;2004-01-01
Annually;2006;;;Total POS :  Number of Points of Sale Terminals;52784.0;2006;2006-01-01
Annually;2018;;;Total POS :  Number of Points of Sale Terminals;351645.0;2018;2018-01-01
Annually;2020;;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;639022937.0;2020;2020-01-01
Annually;2025;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;358085052.002216;2025;2025-01-01
Annually;2021;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;301575138.977508;2021;2021-01-01
Annually;2025;;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;309416563.886579;2025;2025-01-01
Annually;2025;;;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);325195894.71434;2025;2025-01-01
Annually;2021;;;E-Commerce Transactions Using Mada Cards : Number of Transactions;347660680.0;2021;2021-01-01
Annually;2022;;;E-Commerce Transactions Using Mada Cards : Number of Transactions;610577492.0;2022;2022-01-01
Quarterly;1995;Q4;;Total POS :  Sales (In Thousand Riyals);668445.571;Q4 1995;1995-10-01
Quarterly;1996;Q1;;Total POS :  Sales (In Thousand Riyals);802520.133;Q1 1996;1996-01-01
Quarterly;1998;Q2;;Total POS :  Sales (In Thousand Riyals);1220332.0;Q2 1998;1998-04-01
Quarterly;1999;Q2;;Total POS :  Sales (In Thousand Riyals);1585281.0;Q2 1999;1999-04-01
Quarterly;1999;Q4;;Total POS :  Sales (In Thousand Riyals);1696157.0;Q4 1999;1999-10-01
Quarterly;2000;Q4;;Total POS :  Sales (In Thousand Riyals);2080965.0;Q4 2000;2000-10-01
Quarterly;2001;Q1;;Total POS :  Sales (In Thousand Riyals);2076047.0;Q1 2001;2001-01-01
Quarterly;2001;Q2;;Total POS :  Sales (In Thousand Riyals);2592443.0;Q2 2001;2001-04-01
Quarterly;2004;Q3;;Total POS :  Sales (In Thousand Riyals);6152223.0;Q3 2004;2004-07-01
Quarterly;2005;Q3;;Total POS :  Sales (In Thousand Riyals);6801011.0;Q3 2005;2005-07-01
Quarterly;2006;Q1;;Total POS :  Sales (In Thousand Riyals);7680238.0;Q1 2006;2006-01-01
Quarterly;2006;Q3;;Total POS :  Sales (In Thousand Riyals);7704342.2;Q3 2006;2006-07-01
Quarterly;2008;Q1;;Total POS :  Sales (In Thousand Riyals);11538799.0;Q1 2008;2008-01-01
Quarterly;2009;Q2;;Total POS :  Sales (In Thousand Riyals);13971640.0;Q2 2009;2009-04-01
Quarterly;2010;Q4;;Total POS :  Sales (In Thousand Riyals);18311721.0;Q4 2010;2010-10-01
Quarterly;2011;Q4;;Total POS :  Sales (In Thousand Riyals);25399092.0;Q4 2011;2011-10-01
Quarterly;2012;Q1;;Total POS :  Sales (In Thousand Riyals);28275207.0;Q1 2012;2012-01-01
Quarterly;2013;Q1;;Total POS :  Sales (In Thousand Riyals);32181567.769;Q1 2013;2013-01-01
Quarterly;2014;Q2;;Total POS :  Sales (In Thousand Riyals);43486496.572;Q2 2014;2014-04-01
Quarterly;2014;Q4;;Total POS :  Sales (In Thousand Riyals);38784881.886;Q4 2014;2014-10-01
Quarterly;2017;Q3;;Total POS :  Sales (In Thousand Riyals);47336078.62;Q3 2017;2017-07-01
Quarterly;2018;Q2;;Total POS :  Sales (In Thousand Riyals);61761998.0;Q2 2018;2018-04-01
Quarterly;2019;Q1;;Total POS :  Sales (In Thousand Riyals);64048262.233;Q1 2019;2019-01-01
Quarterly;2021;Q3;;Total POS :  Sales (In Thousand Riyals);119821617.522626;Q3 2021;2021-07-01
Quarterly;2022;Q1;;Total POS :  Sales (In Thousand Riyals);133438206.341953;Q1 2022;2022-01-01
Quarterly;2023;Q1;;Total POS :  Sales (In Thousand Riyals);148538743.973838;Q1 2023;2023-01-01
Quarterly;1996;Q4;;Total POS :  Number of Transactions;1921753.0;Q4 1996;1996-10-01
Quarterly;1997;Q1;;Total POS :  Number of Transactions;1946185.0;Q1 1997;1997-01-01
Quarterly;1997;Q4;;Total POS :  Number of Transactions;2455385.0;Q4 1997;1997-10-01
Quarterly;2000;Q4;;Total POS :  Number of Transactions;5212820.0;Q4 2000;2000-10-01
Quarterly;2001;Q1;;Total POS :  Number of Transactions;5102477.0;Q1 2001;2001-01-01
Quarterly;2002;Q1;;Total POS :  Number of Transactions;7021167.0;Q1 2002;2002-01-01
Quarterly;2003;Q3;;Total POS :  Number of Transactions;11099163.0;Q3 2003;2003-07-01
Quarterly;2004;Q4;;Total POS :  Number of Transactions;14640953.0;Q4 2004;2004-10-01
Quarterly;2005;Q3;;Total POS :  Number of Transactions;15735359.0;Q3 2005;2005-07-01
Quarterly;2007;Q3;;Total POS :  Number of Transactions;25804022.0;Q3 2007;2007-07-01
Quarterly;2009;Q2;;Total POS :  Number of Transactions;30425489.0;Q2 2009;2009-04-01
Quarterly;2009;Q4;;Total POS :  Number of Transactions;32473091.0;Q4 2009;2009-10-01
Quarterly;2012;Q1;;Total POS :  Number of Transactions;54581212.0;Q1 2012;2012-01-01
Quarterly;2014;Q2;;Total POS :  Number of Transactions;82916555.0;Q2 2014;2014-04-01
Quarterly;2015;Q4;;Total POS :  Number of Transactions;105006284.0;Q4 2015;2015-10-01
Quarterly;2016;Q2;;Total POS :  Number of Transactions;134715294.0;Q2 2016;2016-04-01
Quarterly;2016;Q3;;Total POS :  Number of Transactions;127373897.0;Q3 2016;2016-07-01
Quarterly;2017;Q1;;Total POS :  Number of Transactions;154899093.0;Q1 2017;2017-01-01
Quarterly;2018;Q1;;Total POS :  Number of Transactions;220704280.0;Q1 2018;2018-01-01
Quarterly;2019;Q3;;Total POS :  Number of Transactions;419030268.0;Q3 2019;2019-07-01
Quarterly;2019;Q4;;Total POS :  Number of Transactions;515473619.0;Q4 2019;2019-10-01
Quarterly;2020;Q4;;Total POS :  Number of Transactions;978067118.0;Q4 2020;2020-10-01
Quarterly;2025;Q4;;Total POS :  Number of Transactions;3058202870.0;Q4 2025;2025-10-01
Quarterly;1996;Q1;;Total POS :  Number of Points of Sale Terminals;14439.0;Q1 1996;1996-01-01
Quarterly;1996;Q3;;Total POS :  Number of Points of Sale Terminals;15332.0;Q3 1996;1996-07-01
Quarterly;2000;Q4;;Total POS :  Number of Points of Sale Terminals;18537.0;Q4 2000;2000-10-01
Quarterly;2002;Q2;;Total POS :  Number of Points of Sale Terminals;22950.0;Q2 2002;2002-04-01
Quarterly;2003;Q2;;Total POS :  Number of Points of Sale Terminals;26537.0;Q2 2003;2003-04-01
Quarterly;2003;Q4;;Total POS :  Number of Points of Sale Terminals;29060.0;Q4 2003;2003-10-01
Quarterly;2004;Q3;;Total POS :  Number of Points of Sale Terminals;34068.0;Q3 2004;2004-07-01
Quarterly;2006;Q1;;Total POS :  Number of Points of Sale Terminals;46311.0;Q1 2006;2006-01-01
Quarterly;2010;Q2;;Total POS :  Number of Points of Sale Terminals;73855.0;Q2 2010;2010-04-01
Quarterly;2013;Q3;;Total POS :  Number of Points of Sale Terminals;104474.0;Q3 2013;2013-07-01
Quarterly;2015;Q4;;Total POS :  Number of Points of Sale Terminals;225372.0;Q4 2015;2015-10-01
Quarterly;2017;Q1;;Total POS :  Number of Points of Sale Terminals;292540.0;Q1 2017;2017-01-01
Quarterly;2018;Q3;;Total POS :  Number of Points of Sale Terminals;339048.0;Q3 2018;2018-07-01
Quarterly;2019;Q1;;Total POS :  Number of Points of Sale Terminals;368744.0;Q1 2019;2019-01-01
Quarterly;2020;Q3;;Total POS :  Number of Points of Sale Terminals;614285.0;Q3 2020;2020-07-01
Quarterly;2020;Q4;;Total POS :  Number of Points of Sale Terminals;721060.0;Q4 2020;2020-10-01
Quarterly;2021;Q1;;Total POS :  Number of Points of Sale Terminals;792842.0;Q1 2021;2021-01-01
Quarterly;2021;Q3;;Total POS :  Number of Points of Sale Terminals;899751.0;Q3 2021;2021-07-01
Quarterly;2025;Q2;;Total POS :  Number of Points of Sale Terminals;2130219.0;Q2 2025;2025-04-01
Quarterly;2025;Q3;;Total POS :  Number of Points of Sale Terminals;2249852.0;Q3 2025;2025-07-01
Quarterly;2025;Q4;;Total POS :  Number of Points of Sale Terminals;2330051.0;Q4 2025;2025-10-01
Quarterly;2021;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;504410165.0;Q3 2021;2021-07-01
Quarterly;2022;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;883974881.0;Q4 2022;2022-10-01
Quarterly;2023;Q3;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1055003384.0;Q3 2023;2023-07-01
Quarterly;2023;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1134379543.0;Q4 2023;2023-10-01
Quarterly;2025;Q2;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;1518129927.0;Q2 2025;2025-04-01
Quarterly;2019;Q1;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;113108697.0;Q1 2019;2019-01-01
Quarterly;2019;Q4;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;312439381.0;Q4 2019;2019-10-01
Quarterly;2024;Q1;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1103895943.0;Q1 2024;2024-01-01
Quarterly;2024;Q2;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1110076523.0;Q2 2024;2024-04-01
Quarterly;2025;Q1;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1151017148.0;Q1 2025;2025-01-01
Quarterly;2025;Q2;;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;1163765901.0;Q2 2025;2025-04-01
Quarterly;2019;Q1;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;430946.355;Q1 2019;2019-01-01
Quarterly;2019;Q2;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;1434392.212;Q2 2019;2019-04-01
Quarterly;2020;Q2;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;9715703.897;Q2 2020;2020-04-01
Quarterly;2020;Q4;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;21457580.62738;Q4 2020;2020-10-01
Quarterly;2021;Q4;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;37468204.1151446;Q4 2021;2021-10-01
Quarterly;2022;Q3;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;48477585.0379414;Q3 2022;2022-07-01
Quarterly;2022;Q4;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;50223722.9099462;Q4 2022;2022-10-01
Quarterly;2023;Q4;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;58343868.6091453;Q4 2023;2023-10-01
Quarterly;2024;Q2;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;76383152.2261059;Q2 2024;2024-04-01
Quarterly;2024;Q3;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;79339439.6408465;Q3 2024;2024-07-01
Quarterly;2019;Q1;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;7884723.56;Q1 2019;2019-01-01
Quarterly;2021;Q2;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;76321975.9444766;Q2 2021;2021-04-01
Quarterly;2021;Q3;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;75349415.8845456;Q3 2021;2021-07-01
Quarterly;2022;Q2;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;83229362.7162064;Q2 2022;2022-04-01
Quarterly;2023;Q1;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;86567044.5633298;Q1 2023;2023-01-01
Quarterly;2023;Q4;;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;89388779.4176447;Q4 2023;2023-10-01
Quarterly;2019;Q3;;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);3048123.88447;Q3 2019;2019-07-01
Quarterly;2020;Q3;;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);10676710.04235;Q3 2020;2020-07-01
Quarterly;2024;Q1;;E-Commerce Transactions Using Mada Cards : Sales (In Thousand Riyals);44422575.35317;Q1 2024;2024-01-01
Quarterly;2019;Q1;;E-Commerce Transactions Using Mada Cards : Number of Transactions;4111599.0;Q1 2019;2019-01-01
Quarterly;2019;Q3;;E-Commerce Transactions Using Mada Cards : Number of Transactions;10974894.0;Q3 2019;2019-07-01
Quarterly;2020;Q2;;E-Commerce Transactions Using Mada Cards : Number of Transactions;48069025.0;Q2 2020;2020-04-01
Quarterly;2021;Q4;;E-Commerce Transactions Using Mada Cards : Number of Transactions;110678405.0;Q4 2021;2021-10-01
Quarterly;2022;Q1;;E-Commerce Transactions Using Mada Cards : Number of Transactions;127344537.0;Q1 2022;2022-01-01
Quarterly;2022;Q4;;E-Commerce Transactions Using Mada Cards : Number of Transactions;181239661.0;Q4 2022;2022-10-01
Quarterly;2024;Q3;;E-Commerce Transactions Using Mada Cards : Number of Transactions;282788801.0;Q3 2024;2024-07-01
Monthly;1995;;FEB;Total POS :  Sales (In Thousand Riyals);100147.932;FEB 1995;1995-02-01
Monthly;1995;;MAR;Total POS :  Sales (In Thousand Riyals);77495.856;MAR 1995;1995-03-01
Monthly;1995;;NOV;Total POS :  Sales (In Thousand Riyals);219359.552;NOV 1995;1995-11-01
Monthly;1996;;JAN;Total POS :  Sales (In Thousand Riyals);272431.084;JAN 1996;1996-01-01
Monthly;1996;;APR;Total POS :  Sales (In Thousand Riyals);258848.853;APR 1996;1996-04-01
Monthly;1997;;MAY;Total POS :  Sales (In Thousand Riyals);318511.342;MAY 1997;1997-05-01
Monthly;1997;;SEP;Total POS :  Sales (In Thousand Riyals);320216.0;SEP 1997;1997-09-01
Monthly;1997;;NOV;Total POS :  Sales (In Thousand Riyals);347480.0;NOV 1997;1997-11-01
Monthly;1998;;MAR;Total POS :  Sales (In Thousand Riyals);393311.0;MAR 1998;1998-03-01
Monthly;1998;;OCT;Total POS :  Sales (In Thousand Riyals);420731.0;OCT 1998;1998-10-01
Monthly;1998;;DEC;Total POS :  Sales (In Thousand Riyals);502274.0;DEC 1998;1998-12-01
Monthly;1999;;APR;Total POS :  Sales (In Thousand Riyals);456064.0;APR 1999;1999-04-01
Monthly;1999;;AUG;Total POS :  Sales (In Thousand Riyals);514276.0;AUG 1999;1999-08-01
Monthly;1999;;DEC;Total POS :  Sales (In Thousand Riyals);659341.0;DEC 1999;1999-12-01
Monthly;2000;;MAY;Total POS :  Sales (In Thousand Riyals);647479.0;MAY 2000;2000-05-01
Monthly;2000;;JUN;Total POS :  Sales (In Thousand Riyals);715538.0;JUN 2000;2000-06-01
Monthly;2000;;AUG;Total POS :  Sales (In Thousand Riyals);649986.0;AUG 2000;2000-08-01
Monthly;2000;;SEP;Total POS :  Sales (In Thousand Riyals);591309.0;SEP 2000;2000-09-01
Monthly;2001;;FEB;Total POS :  Sales (In Thousand Riyals);703021.0;FEB 2001;2001-02-01
Monthly;2001;;DEC;Total POS :  Sales (In Thousand Riyals);1014712.0;DEC 2001;2001-12-01
Monthly;2002;;MAR;Total POS :  Sales (In Thousand Riyals);1020653.0;MAR 2002;2002-03-01
Monthly;2002;;APR;Total POS :  Sales (In Thousand Riyals);1104608.0;APR 2002;2002-04-01
Monthly;2002;;AUG;Total POS :  Sales (In Thousand Riyals);1267573.0;AUG 2002;2002-08-01
Monthly;2002;;NOV;Total POS :  Sales (In Thousand Riyals);1523430.0;NOV 2002;2002-11-01
Monthly;2003;;JUN;Total POS :  Sales (In Thousand Riyals);1744328.0;JUN 2003;2003-06-01
Monthly;2004;;JAN;Total POS :  Sales (In Thousand Riyals);1921697.0;JAN 2004;2004-01-01
Monthly;2004;;MAY;Total POS :  Sales (In Thousand Riyals);2005768.0;MAY 2004;2004-05-01
Monthly;2004;;JUL;Total POS :  Sales (In Thousand Riyals);2115508.0;JUL 2004;2004-07-01
Monthly;2005;;OCT;Total POS :  Sales (In Thousand Riyals);2627175.0;OCT 2005;2005-10-01
Monthly;2006;;JUN;Total POS :  Sales (In Thousand Riyals);3046636.9;JUN 2006;2006-06-01
Monthly;2006;;JUL;Total POS :  Sales (In Thousand Riyals);3137642.1;JUL 2006;2006-07-01
Monthly;2007;;MAY;Total POS :  Sales (In Thousand Riyals);3482374.0;MAY 2007;2007-05-01
Monthly;2007;;JUN;Total POS :  Sales (In Thousand Riyals);3774642.0;JUN 2007;2007-06-01
Monthly;2007;;AUG;Total POS :  Sales (In Thousand Riyals);3518768.0;AUG 2007;2007-08-01
Monthly;2007;;NOV;Total POS :  Sales (In Thousand Riyals);3349214.0;NOV 2007;2007-11-01
Monthly;2008;;FEB;Total POS :  Sales (In Thousand Riyals);3716812.0;FEB 2008;2008-02-01
Monthly;2008;;JUN;Total POS :  Sales (In Thousand Riyals);5153518.0;JUN 2008;2008-06-01
Monthly;2008;;SEP;Total POS :  Sales (In Thousand Riyals);4177069.0;SEP 2008;2008-09-01
Monthly;2010;;JUN;Total POS :  Sales (In Thousand Riyals);6536344.0;JUN 2010;2010-06-01
Monthly;2011;;FEB;Total POS :  Sales (In Thousand Riyals);6294056.0;FEB 2011;2011-02-01
Monthly;2011;;JUL;Total POS :  Sales (In Thousand Riyals);9376758.0;JUL 2011;2011-07-01
Monthly;2011;;DEC;Total POS :  Sales (In Thousand Riyals);8987915.0;DEC 2011;2011-12-01
Monthly;2013;;JUL;Total POS :  Sales (In Thousand Riyals);12659448.16;JUL 2013;2013-07-01
Monthly;2013;;SEP;Total POS :  Sales (In Thousand Riyals);10856916.14;SEP 2013;2013-09-01
Monthly;2014;;JAN;Total POS :  Sales (In Thousand Riyals);12324272.923;JAN 2014;2014-01-01
Monthly;2014;;JUN;Total POS :  Sales (In Thousand Riyals);16963095.077;JUN 2014;2014-06-01
Monthly;2014;;SEP;Total POS :  Sales (In Thousand Riyals);13365214.257;SEP 2014;2014-09-01
Monthly;2014;;DEC;Total POS :  Sales (In Thousand Riyals);14323371.756;DEC 2014;2014-12-01
Monthly;2015;;AUG;Total POS :  Sales (In Thousand Riyals);14671878.822;AUG 2015;2015-08-01
Monthly;2016;;JAN;Total POS :  Sales (In Thousand Riyals);14709223.892;JAN 2016;2016-01-01
Monthly;2016;;MAY;Total POS :  Sales (In Thousand Riyals);17722748.526;MAY 2016;2016-05-01
Monthly;2017;;FEB;Total POS :  Sales (In Thousand Riyals);14159895.255;FEB 2017;2017-02-01
Monthly;2017;;MAY;Total POS :  Sales (In Thousand Riyals);18857800.189;MAY 2017;2017-05-01
Monthly;2018;;JAN;Total POS :  Sales (In Thousand Riyals);16437259.0;JAN 2018;2018-01-01
Monthly;2018;;MAY;Total POS :  Sales (In Thousand Riyals);23059987.0;MAY 2018;2018-05-01
Monthly;2018;;JUN;Total POS :  Sales (In Thousand Riyals);19302456.0;JUN 2018;2018-06-01
Monthly;2018;;JUL;Total POS :  Sales (In Thousand Riyals);19180375.8;JUL 2018;2018-07-01
Monthly;2018;;SEP;Total POS :  Sales (In Thousand Riyals);19309486.6;SEP 2018;2018-09-01
Monthly;2018;;OCT;Total POS :  Sales (In Thousand Riyals);19297195.2;OCT 2018;2018-10-01
Monthly;2018;;DEC;Total POS :  Sales (In Thousand Riyals);22327623.6;DEC 2018;2018-12-01
Monthly;2019;;APR;Total POS :  Sales (In Thousand Riyals);24128728.067;APR 2019;2019-04-01
Monthly;2019;;NOV;Total POS :  Sales (In Thousand Riyals);25848842.168;NOV 2019;2019-11-01
Monthly;2020;;JAN;Total POS :  Sales (In Thousand Riyals);28531600.2566464;JAN 2020;2020-01-01
